Airport,Community,Airport Name,City,Country,Latitude,Longitude
POA,11,Salgado Filho Airport,Porto Alegre,Brazil,-29.994400024414062,-51.1713981628418
PHB,11,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,-2.89374995232,-41.73199844359999
PFB,11,Lauro Kurtz Airport,Passo Fundo,Brazil,-28.243999,-52.326599
PET,11,João Simões Lopes Neto International Airport,Pelotas,Brazil,-31.718399,-52.327702
PNZ,11,Senador Nilo Coelho Airport,Petrolina,Brazil,-9.362409591674805,-40.56909942626953
PVH,11,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,-8.70928955078125,-63.90230178833008
RBR,11,Plácido de Castro Airport,Rio Branco,Brazil,-9.868888854980469,-67.89805603027344
REC,11,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,-8.126489639282227,-34.92359924316406
SDU,11,Santos Dumont Airport,Rio De Janeiro,Brazil,-22.9104995728,-43.1631011963
RAO,11,Leite Lopes Airport,Ribeirao Preto,Brazil,-21.136388778686523,-47.776668548583984
SJK,11,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,-23.22920036315918,-45.86149978637695
SLZ,11,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-2.585360050201416,-44.23410034179688
CGH,11,Congonhas Airport,Sao Paulo,Brazil,-23.626110076904297,-46.65638732910156
SJP,11,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,-20.8166007996,-49.40650177
SSA,11,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,-12.9086112976,-38.3224983215
TMT,11,Trombetas Airport,Oriximina,Brazil,-1.489599943161,-56.396800994873
THE,11,Senador Petrônio Portela Airport,Teresina,Brazil,-5.0599398613,-42.8235015869
TFF,11,Tefé Airport,Tefe,Brazil,-3.38294005394,-64.7240982056
TBT,11,Tabatinga Airport,Tabatinga,Brazil,-4.2556700706482,-69.93579864502
TUR,11,Tucuruí Airport,Tucurui,Brazil,-3.7860100269318,-49.72029876709
SJL,11,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-0.14835,-66.9855
PAV,11,Paulo Afonso Airport,Paulo Alfonso,Brazil,-9.4008798599243,-38.250598907471
URG,11,Rubem Berta Airport,Uruguaiana,Brazil,-29.7821998596,-57.0382003784
UDI,11,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,-18.883612,-48.225277
UBA,11,Mário de Almeida Franco Airport,Uberaba,Brazil,-19.764722824097,-47.966110229492
BVH,11,Brigadeiro Camarão Airport,Vilhena,Brazil,-12.694399833679,-60.098300933838
VIX,11,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-20.258057,-40.286388
ARI,11,Chacalluta Airport,Arica,Chile,-18.348499,-70.338699
BBA,11,Balmaceda Airport,Balmaceda,Chile,-45.91609954833984,-71.68949890136719
CJC,11,El Loa Airport,Calama,Chile,-22.498199462890625,-68.90360260009766
PUQ,11,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,-53.002602,-70.854599
IQQ,11,Diego Aracena Airport,Iquique,Chile,-20.535200119018555,-70.1812973022461
SCL,11,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,-33.393001556396484,-70.78579711914062
ANF,11,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,-23.444501,-70.445099
CCP,11,Carriel Sur Airport,Concepcion,Chile,-36.772701,-73.063103
IPC,0,Mataveri Airport,Easter Island,Chile,-27.1648006439,-109.42199707
ZOS,11,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,-40.61119842529297,-73.06099700927734
LSC,11,La Florida Airport,La Serena,Chile,-29.916201,-71.199501
PMC,11,El Tepual Airport,Puerto Montt,Chile,-41.43889999389648,-73.09400177001953
ZAL,11,Pichoy Airport,Valdivia,Chile,-39.6500015259,-73.0860977173
OCC,11,Francisco De Orellana Airport,Coca,Ecuador,-0.4628860056400299,-76.98680114746094
CUE,11,Mariscal Lamar Airport,Cuenca,Ecuador,-2.88947,-78.984398
GPS,11,Seymour Airport,Galapagos,Ecuador,-0.4537580013275146,-90.26589965820312
GYE,11,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,-2.15741991997,-79.88359832760001
LTX,11,Cotopaxi International Airport,Latacunga,Ecuador,-0.906833,-78.615799
XMS,11,Coronel E Carvajal Airport,Macas,Ecuador,-2.299170017242432,-78.12079620361328
MEC,11,Eloy Alfaro International Airport,Manta,Ecuador,-0.9460780024528505,-80.67880249023438
UIO,11,Mariscal Sucre International Airport,Quito,Ecuador,-0.129166666667,-78.3575
ETR,11,Santa Rosa International Airport,Santa Rosa,Ecuador,-3.441986,-79.996957
TUA,11,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,0.8095059990882874,-77.70809936523438
ASU,11,Silvio Pettirossi International Airport,Asuncion,Paraguay,-25.239999771118164,-57.52000045776367
AXM,11,El Eden Airport,Armenia,Colombia,4.45278,-75.7664
PUU,11,Tres De Mayo Airport,Puerto Asis,Colombia,0.505228,-76.5008
BGA,11,Palonegro Airport,Bucaramanga,Colombia,7.1265,-73.1848
BOG,11,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469
BAQ,11,Ernesto Cortissoz International Airport,Barranquilla,Colombia,10.8896,-74.7808
BSC,11,José Celestino Mutis Airport,Bahia Solano,Colombia,6.20292,-77.3947
BUN,11,Gerardo Tobar López Airport,Buenaventura,Colombia,3.81963,-76.9898
CUC,11,Camilo Daza International Airport,Cucuta,Colombia,7.92757,-72.5115
CTG,11,Rafael Nuñez International Airport,Cartagena,Colombia,10.4424,-75.513
CLO,11,Alfonso Bonilla Aragon International Airport,Cali,Colombia,3.54322,-76.3816
TCO,11,La Florida Airport,Tumaco,Colombia,1.81442,-78.7492
CZU,11,Las Brujas Airport,Corozal,Colombia,9.33274,-75.2856
EJA,11,Yariguíes Airport,Barrancabermeja,Colombia,7.02433,-73.8068
FLA,11,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,1.58919,-75.5644
GPI,11,Juan Casiano Airport,Guapi,Colombia,2.57013,-77.8986
IBE,11,Perales Airport,Ibague,Colombia,4.42161,-75.1333
IPI,11,San Luis Airport,Ipiales,Colombia,0.861925,-77.6718
APO,11,Antonio Roldan Betancourt Airport,Carepa,Colombia,7.81196,-76.7164
LET,11,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,-4.19355,-69.9432
EOH,11,Enrique Olaya Herrera Airport,Medellin,Colombia,6.220549,-75.590582
MTR,11,Los Garzones Airport,Monteria,Colombia,8.82374,-75.8258
MVP,11,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,1.25366,-70.2339
MZL,11,La Nubia Airport,Manizales,Colombia,5.0296,-75.4647
NVA,11,Benito Salas Airport,Neiva,Colombia,2.95015,-75.294
PCR,11,German Olano Airport,Puerto Carreno,Colombia,6.18472,-67.4932
PEI,11,Matecaña International Airport,Pereira,Colombia,4.81267,-75.7395
PPN,11,Guillermo León Valencia Airport,Popayan,Colombia,2.4544,-76.6093
PSO,11,Antonio Narino Airport,Pasto,Colombia,1.39625,-77.2915
PVA,11,El Embrujo Airport,Providencia,Colombia,13.3569,-81.3583
MDE,11,Jose Maria Córdova International Airport,Rio Negro,Colombia,6.16454,-75.4231
RCH,11,Almirante Padilla Airport,Rio Hacha,Colombia,11.5262,-72.926
SJE,11,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,2.57969,-72.6394
SMR,11,Simón Bolívar International Airport,Santa Marta,Colombia,11.1196,-74.2306
ADZ,11,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,12.5836,-81.7112
SVI,11,Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,2.15217,-74.7663
TME,11,Gustavo Vargas Airport,Tame,Colombia,6.45108,-71.7603
AUC,11,Santiago Perez Airport,Arauca,Colombia,7.06888,-70.7369
UIB,11,El Caraño Airport,Quibdo,Colombia,5.69076,-76.6412
VUP,11,Alfonso López Pumarejo Airport,Valledupar,Colombia,10.435,-73.2495
VVC,11,Vanguardia Airport,Villavicencio,Colombia,4.16787,-73.6138
CBB,11,Jorge Wilsterman International Airport,Cochabamba,Bolivia,-17.421100616455078,-66.1771011352539
CIJ,11,Capitán Aníbal Arab Airport,Cobija,Bolivia,-11.040399551400002,-68.7829971313
LPB,11,El Alto International Airport,La Paz,Bolivia,-16.5132999420166,-68.19229888916016
ORU,11,Juan Mendoza Airport,Oruro,Bolivia,-17.962600708,-67.0762023926
POI,11,Capitan Nicolas Rojas Airport,Potosi,Bolivia,-19.5431003571,-65.72370147710001
SRE,11,Juana Azurduy De Padilla Airport,Sucre,Bolivia,-19.007099151611328,-65.2886962890625
TJA,11,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,-21.5557003021,-64.7013015747
TDD,11,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,-14.8186998367,-64.9179992676
VVI,11,Viru Viru International Airport,Santa Cruz,Bolivia,-17.6448,-63.135399
BYC,11,Yacuiba Airport,Yacuiba,Bolivia,-21.960899353027344,-63.65169906616211
PBM,3,Johan Adolf Pengel International Airport,Zandery,Suriname,5.4528298378,-55.1878013611
CAY,3,Cayenne-Rochambeau Airport,Cayenne,French Guiana,4.819809913639999,-52.3604011536
PCL,11,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,-8.37794017791748,-74.57430267333984
CIX,11,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,-6.787479877471924,-79.8281021118164
AYP,11,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,-13.154800415039062,-74.20439910888672
ANS,11,Andahuaylas Airport,Andahuaylas,Peru,-13.70639991760254,-73.35040283203125
ATA,11,Comandante FAP German Arias Graziani Airport,Anta,Peru,-9.347439765930176,-77.59839630126953
LIM,11,Jorge Chávez International Airport,Lima,Peru,-12.0219,-77.114305
JAU,11,Francisco Carle Airport,Jauja,Peru,-11.7831001282,-75.47339630130001
JUL,11,Inca Manco Capac International Airport,Juliaca,Peru,-15.467100143432615,-70.158203125
TBP,11,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,-3.55253005027771,-80.38140106201172
IQT,11,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,-3.7847399711608887,-73.30879974365234
AQP,11,Rodríguez Ballón International Airport,Arequipa,Peru,-16.3411006927,-71.5830993652
TRU,11,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,-8.08141040802002,-79.10880279541016
TPP,11,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,-6.508739948272705,-76.37319946289062
TCQ,11,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,-18.0533008575,-70.2758026123
PEM,11,Padre Aldamiz International Airport,Puerto Maldonado,Peru,-12.6135997772,-69.2285995483
PIU,11,Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,-5.20574998856,-80.61640167239999
CUZ,11,Alejandro Velasco Astete International Airport,Cuzco,Peru,-13.535699844400002,-71.9387969971
MVD,11,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,-34.838402,-56.0308
BLA,3,General José Antonio Anzoategui International Airport,Barcelona,Venezuela,10.111111,-64.692222
BNS,3,Barinas Airport,Barinas,Venezuela,8.615,-70.21416667
BRM,3,Barquisimeto International Airport,Barquisimeto,Venezuela,10.042746543884276,-69.3586196899414
CAJ,3,Canaima Airport,Canaima,Venezuela,6.231988906860352,-62.85443115234375
CZE,3,José Leonardo Chirinos Airport,Coro,Venezuela,11.41494369506836,-69.68090057373047
CUM,3,Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,10.450332641601562,-64.1304702758789
LSP,3,Josefa Camejo International Airport,Paraguana,Venezuela,11.78077507019043,-70.15149688720703
LFR,3,La Fria Airport,La Fria,Venezuela,8.239167213439941,-72.27102661132812
MAR,3,La Chinita International Airport,Maracaibo,Venezuela,10.5582084656,-71.7278594971
MRD,3,Alberto Carnevalli Airport,Merida,Venezuela,8.582078,-71.161041
PMV,3,Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,10.912603378295898,-63.96659851074219
CCS,3,Simón Bolívar International Airport,Caracas,Venezuela,10.601194,-66.991222
MUN,3,Maturín Airport,Maturin,Venezuela,9.75452995300293,-63.14739990234375
PYH,3,Cacique Aramare Airport,Puerto Ayacucho,Venezuela,5.6199898719788,-67.606101989746
PBL,3,General Bartolome Salom International Airport,Puerto Cabello,Venezuela,10.48050022125244,-68.072998046875
PZO,3,General Manuel Carlos Piar International Airport,Guayana,Venezuela,8.288530349731445,-62.760398864746094
SVZ,3,San Antonio Del Tachira Airport,San Antonio,Venezuela,7.840829849243164,-72.439697265625
SNV,3,Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,4.554999828338623,-61.150001525878906
STD,3,Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,7.56538,-72.035103
SOM,3,San Tomé Airport,San Tome,Venezuela,8.9451465606689,-64.151084899902
VLN,3,Arturo Michelena International Airport,Valencia,Venezuela,10.14973258972168,-67.92839813232422
VLV,3,Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,9.34047794342041,-70.58406066894531
ANU,3,V.C. Bird International Airport,Antigua,Antigua and Barbuda,17.1367,-61.792702
BGI,3,Sir Grantley Adams International Airport,Bridgetown,Barbados,13.0746002197,-59.4925003052
DOM,3,Douglas-Charles Airport,Dominica,Dominica,15.547,-61.299999
FDF,3,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,14.590999603271484,-61.00320053100586
SFG,3,L'Espérance Airport,St. Martin,Guadeloupe,18.099899291992,-63.047199249268
PTP,3,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,16.265301,-61.531799
GND,3,Point Salines International Airport,Point Salines,Grenada,12.004199981689451,-61.78620147705078
STT,3,Cyril E. King Airport,St. Thomas,Virgin Islands,18.337299346923828,-64.97339630126953
STX,3,Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,17.701900482177734,-64.79859924316406
BQN,3,Rafael Hernandez Airport,Aguadilla,Puerto Rico,18.49489974975586,-67.12940216064453
MAZ,3,Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,18.255699157714844,-67.14849853515625
PSE,3,Mercedita Airport,Ponce,Puerto Rico,18.00830078125,-66.56300354003906
SJU,3,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.4393997192,-66.0018005371
SKB,3,Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,17.311199188232422,-62.71870040893555
SLU,3,George F. L. Charles Airport,Castries,Saint Lucia,14.0202,-60.992901
UVF,3,Hewanorra International Airport,Hewandorra,Saint Lucia,13.7332,-60.952599
AUA,3,Queen Beatrix International Airport,Oranjestad,Aruba,12.5014,-70.015198
BON,3,Flamingo International Airport,Kralendijk,Netherlands Antilles,12.130999565124512,-68.26850128173828
CUR,3,Hato International Airport,Willemstad,Netherlands Antilles,12.1889,-68.959801
EUX,3,F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,17.49650001525879,-62.979400634765625
SXM,3,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,18.0410003662,-63.1088981628
AXA,3,Clayton J Lloyd International Airport,The Valley,Anguilla,18.2048,-63.055099
TAB,3,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,11.149700164794922,-60.83219909667969
POS,3,Piarco International Airport,Port-of-spain,Trinidad and Tobago,10.595399856567385,-61.33720016479492
EIS,3,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,18.444799423217773,-64.54299926757812
SVD,3,Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,13.156695,-61.149945
ALA,13,Almaty Airport,Alma-ata,Kazakhstan,43.35210037231445,77.04049682617188
TSE,13,Astana International Airport,Tselinograd,Kazakhstan,51.02220153808594,71.46690368652344
DMB,13,Taraz Airport,Dzhambul,Kazakhstan,42.85359954833984,71.30359649658203
FRU,13,Manas International Airport,Bishkek,Kyrgyzstan,43.0612983704,74.4776000977
OSS,13,Osh Airport,Osh,Kyrgyzstan,40.6090011597,72.793296814
CIT,13,Shymkent Airport,Chimkent,Kazakhstan,42.364200592041016,69.47889709472656
URA,13,Uralsk Airport,Uralsk,Kazakhstan,51.15079879760742,51.54309844970703
PWQ,13,Pavlodar Airport,Pavlodar,Kazakhstan,52.19499969482422,77.07389831542969
PLX,13,Semipalatinsk Airport,Semiplatinsk,Kazakhstan,50.351295,80.234398
AKX,13,Aktobe Airport,Aktyubinsk,Kazakhstan,50.2458,57.206699
GYD,13,Heydar Aliyev International Airport,Baku,Azerbaijan,40.46749877929688,50.04669952392578
YKS,13,Yakutsk Airport,Yakutsk,Russia,62.093299865722656,129.77099609375
MJZ,13,Mirny Airport,Mirnyj,Russia,62.534698486328125,114.03900146484376
BQS,13,Ignatyevo Airport,Blagoveschensk,Russia,50.42539978027344,127.41200256347656
KHV,13,Khabarovsk-Novy Airport,Khabarovsk,Russia,48.52799987793,135.18800354004
GDX,13,Sokol Airport,Magadan,Russia,59.9109992980957,150.72000122070312
PWE,13,Pevek Airport,Pevek,Russia,69.783302307129,170.59700012207
PKC,13,Yelizovo Airport,Petropavlovsk,Russia,53.16790008544922,158.45399475097656
UUS,17,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,46.88869857788086,142.71800231933594
VVO,13,Vladivostok International Airport,Vladivostok,Russia,43.39899826049805,132.1479949951172
HTA,13,Chita-Kadala Airport,Chita,Russia,52.026299,113.306
BTK,13,Bratsk Airport,Bratsk,Russia,56.370601654052734,101.697998046875
IKT,13,Irkutsk Airport,Irkutsk,Russia,52.268001556396,104.38899993896
UUD,13,Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,51.80780029296875,107.43800354003906
KBP,2,Boryspil International Airport,Kiev,Ukraine,50.345001220703125,30.894699096679688
DOK,2,Donetsk International Airport,Donetsk,Ukraine,48.07360076904297,37.73970031738281
DNK,2,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,48.357200622558594,35.10060119628906
SIP,13,Simferopol International Airport,Simferopol,Ukraine,45.05220031738281,33.975101470947266
IEV,2,Kiev Zhuliany International Airport,Kiev,Ukraine,50.40194,30.45194
LWO,2,Lviv International Airport,Lvov,Ukraine,49.8125,23.956100463867188
ODS,13,Odessa International Airport,Odessa,Ukraine,46.42679977416992,30.67650032043457
LED,13,Pulkovo Airport,St. Petersburg,Russia,59.80030059814453,30.262500762939453
MMK,13,Murmansk Airport,Murmansk,Russia,68.78170013427734,32.75080108642578
KGD,13,Khrabrovo Airport,Kaliningrad,Russia,54.88999938964844,20.59259986877441
MSQ,2,Minsk National Airport,Minsk 2,Belarus,53.882499694824,28.030700683594
ABA,13,Abakan Airport,Abakan,Russia,53.7400016784668,91.38500213623048
BAX,13,Barnaul Airport,Barnaul,Russia,53.363800048828125,83.53849792480469
KEJ,13,Kemerovo Airport,Kemorovo,Russia,55.27009963989258,86.1072006225586
OMS,13,Omsk Central Airport,Omsk,Russia,54.96699905395508,73.31050109863281
KRR,13,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,45.034698486328,39.170501708984
MCX,13,Uytash Airport,Makhachkala,Russia,42.81679916381836,47.65230178833008
MRV,13,Mineralnyye Vody Airport,Mineralnye Vody,Russia,44.22510147094727,43.08190155029297
STW,13,Stavropol Shpakovskoye Airport,Stavropol,Russia,45.10919952392578,42.11280059814453
ROV,13,Platov International Airport,Rostov,Russia,47.493888,39.924722
AER,13,Sochi International Airport,Sochi,Russia,43.449902,39.9566
ASF,13,Astrakhan Airport,Astrakhan,Russia,46.2832984924,48.0063018799
VOG,13,Volgograd International Airport,Volgograd,Russia,48.782501220703125,44.34550094604492
CEK,13,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,55.305801,61.5033
MQF,13,Magnitogorsk International Airport,Magnetiogorsk,Russia,53.39310073852539,58.75569915771485
NJC,13,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,60.94929885864258,76.48359680175781
PEE,13,Bolshoye Savino Airport,Perm,Russia,57.914501190186,56.021198272705
SGC,13,Surgut Airport,Surgut,Russia,61.34370040893555,73.40180206298828
SVX,13,Koltsovo Airport,Yekaterinburg,Russia,56.743099212646,60.802700042725
ASB,13,Ashgabat International Airport,Ashkhabad,Turkmenistan,37.986801,58.361
DYU,13,Dushanbe Airport,Dushanbe,Tajikistan,38.5433006287,68.8249969482
BHK,13,Bukhara Airport,Bukhara,Uzbekistan,39.775001525878906,64.4832992553711
SKD,13,Samarkand Airport,Samarkand,Uzbekistan,39.70050048828125,66.98380279541016
TAS,13,Tashkent International Airport,Tashkent,Uzbekistan,41.257900238,69.2811965942
SVO,13,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146
VOZ,13,Voronezh International Airport,Voronezh,Russia,51.81420135498047,39.22959899902344
VKO,13,Vnukovo International Airport,Moscow,Russia,55.5914993286,37.2615013123
SCW,13,Syktyvkar Airport,Syktyvkar,Russia,61.64699935913086,50.84510040283203
